model,layer,n_layers,layer_frac,roi,rsa_mean,rsa_sem,noise_ceiling,rsa_noise_corrected
wavlm,0,13,0.0,Lateral,0.2436342148243501,0.01706757120241879,0.7227342603937893,0.337100685792318
wavlm,1,13,0.08333333333333333,Lateral,0.3931161610044329,0.01777054482534989,0.7227342603937893,0.5439290518623532
wavlm,2,13,0.16666666666666666,Lateral,0.44331714332338856,0.013810669885183863,0.7227342603937893,0.61338885897265
wavlm,3,13,0.25,Lateral,0.4732662344622631,0.017607389210592947,0.7227342603937893,0.6548274523535097
wavlm,4,13,0.3333333333333333,Lateral,0.4646630829110069,0.021262263606407938,0.7227342603937893,0.6429238357371219
wavlm,5,13,0.4166666666666667,Lateral,0.4556139868377598,0.024131945837658368,0.7227342603937893,0.6304031949301998
wavlm,6,13,0.5,Lateral,0.44588992504699954,0.02467090576160454,0.7227342603937893,0.616948648323454
wavlm,7,13,0.5833333333333334,Lateral,0.4445255652206904,0.025594102882163513,0.7227342603937893,0.6150608731049861
wavlm,8,13,0.6666666666666666,Lateral,0.44404324744021956,0.02575626872796397,0.7227342603937893,0.6143935216220108
wavlm,9,13,0.75,Lateral,0.4503499456106852,0.026533791864023392,0.7227342603937893,0.6231196862942506
